Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity
Pyridaben,EFSA,2010,1218,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2250,mg/kg bw/day,mortality,systemic
Pyridaben,EFSA,2010,1218,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,2500,mg/kg bw/day,mortality,systemic
Pyridaben,EFSA,2010,1218,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,161,mg/kg bw/day,mortality,systemic
Pyridaben,EFSA,2010,1218,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,570,mg/kg bw/day,mortality,systemic
Pyridaben,EFSA,2010,1218,Animal (non-target species) health,chronic/long term toxicity,Rat,Not reported,,NOEC,=,2.37,mg/kg bw/day,body weight,systemic
Pyridaben,EFSA,2010,1218,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOEC,=,130,mg/kg bw/day,not reported,not reported
Pyridaben,EFSA,2010,1218,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOEC,=,10,mg/kg bw/day,not reported,not reported
Pyridaben,EFSA,2010,1218,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,4298,mg/kg bw/day,mortality,systemic
Pyridaben,EFSA,2010,1218,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,NOEC,=,659,mg/kg bw/day,mortality,systemic
Pyridaben,EFSA,2010,1218,Ecotox (soil compartment),acute toxicity,Aphidius rhopalosiphi,Not reported,2,LR50,=,0.24,g/ha,mortality,
Pyridaben,EFSA,2010,1218,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,2,LD50,>,0.024,µg/piece,mortality,
Pyridaben,EFSA,2010,1218,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,38,mg/kg,mortality,
Pyridaben,EFSA,2010,1218,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,28,NOEC,=,3.28,mg/kg,reproduction,
Pyridaben,EFSA,2010,1218,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,56,NOEC,=,0.29,mg/kg,reproduction,
Pyridaben,EFSA,2010,1218,Ecotox (soil compartment),not reported,Tomato,Not reported,,dose level,=,560,g/ha,seedling emergence,
Pyridaben,EFSA,2010,1218,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.001,mg/L,mortality,
Pyridaben,EFSA,2010,1218,Ecotox (water compartment),acute toxicity,Mysid shrimp,Not reported,4,EC50,=,0.00067,mg/L,mortality,
Pyridaben,EFSA,2010,1218,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,0.00073,mg/L,mortality,
Pyridaben,EFSA,2010,1218,Ecotox (water compartment),acute toxicity,Sheepshead minnow,Not reported,4,LC50,=,0.017,mg/L,mortality,
Pyridaben,EFSA,2010,1218,Ecotox (water compartment),chronic/long term toxicity,Anabaena flosaquae,Not reported,5,EC50,>,0.013,mg/L,biomass,
Pyridaben,EFSA,2010,1218,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.000086,mg/L,reproduction,
Pyridaben,EFSA,2010,1218,Ecotox (water compartment),chronic/long term toxicity,Fathead minnow,Not reported,301,NOEC,=,0.00028,mg/L,other,
Pyridaben,EFSA,2010,1218,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,0.0051,mg/L,development,
Pyridaben,EFSA,2010,1218,Ecotox (water compartment),chronic/long term toxicity,Mysid shrimp,Not reported,35,NOEC,=,0.000047,mg/L,reproduction,
Pyridaben,EFSA,2010,1218,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,1,mg/kg bw/day,body weight,systemic
Pyridaben,EFSA,2010,1218,Human health,chronic/long term toxicity,Mouse,Not reported,546,NOAEL,=,0.81,mg/kg bw/day,body weight,systemic
Pyridaben,EFSA,2010,1218,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,1.1,mg/kg bw/day,body weight,systemic
Pyridaben,EFSA,2010,1218,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,5,mg/kg bw/day,body weight,systemic
Pyridaben,EFSA,2010,1218,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,4.7,mg/kg bw/day,body weight,systemic
Pyridaben,EFSA,2010,1218,Human health,subchronic,Dog,oral: unspecified,90,NOAEL,=,1,mg/kg bw/day,body weight,systemic
Pyridaben,EFSA,2016,2755,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2250,mg/kg bw/day,mortality,systemic
Pyridaben,EFSA,2016,2755,Animal (non-target species) health,acute toxicity,Rat,Not reported,,LD50,=,161,mg/kg bw/day,mortality,systemic
Pyridaben,EFSA,2016,2755,Animal (non-target species) health,acute toxicity,Rat,Not reported,,LD50,=,570,mg/kg bw/day,mortality,systemic
Pyridaben,EFSA,2016,2755,Animal (non-target species) health,chronic/long term toxicity,Mallard duck,Not reported,,NOEC,=,10,mg/kg bw/day,not reported,not reported
Pyridaben,EFSA,2016,2755,Animal (non-target species) health,chronic/long term toxicity,Rat,Not reported,,NOEC,=,3.2,mg/kg bw/day,body weight,systemic
Pyridaben,EFSA,2016,2755,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,NOEC,=,659,mg/kg bw/day,mortality,systemic
Pyridafol,EFSA,2014,2547,Animal (non-target species) health,acute toxicity,Rat,Not reported,,LD50,=,1420,mg/kg bw,not reported,not reported
Pyridafol,EFSA,2014,2547,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,,LC50,=,348,mg/kg,mortality,
Pyridafol,EFSA,2014,2547,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,,NOEC,=,3.25,mg/kg,not reported,
Pyridafol,EFSA,2014,2547,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,30.7,mg/L,mobility,
Pyridafol,EFSA,2014,2547,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,4,EC50,=,4.93,mg/L,biomass,
Pyridafol,EFSA,2014,2547,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,>,16.2,mg/L,mortality,
Pyridafol,EFSA,2014,2547,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,7,EC50,=,4.84,mg/L,other,
Pyridafol,EFSA,2014,2547,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,5,mg/L,not reported,
Pyridafol,EFSA,2014,2547,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,21,NOEC,>,17,mg/L,not reported,
Pyridafol,EFSA,2014,2547,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,69,NOEC,=,0.1,mg/L,other,
Pyridalyl,EFSA,2013,2423,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2250,mg/kg bw/day,mortality,systemic
Pyridalyl,EFSA,2013,2423,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,5000,mg/kg bw/day,mortality,systemic
Pyridalyl,EFSA,2013,2423,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOEL,=,11.9,mg/kg bw/day,reproduction,reproductive
Pyridalyl,EFSA,2013,2423,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOEL,=,12.6,mg/kg bw/day,reproduction,reproductive
Pyridalyl,EFSA,2013,2423,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,=,334,mg/kg bw/day,mortality,systemic
Pyridalyl,EFSA,2013,2423,Ecotox (soil compartment),acute toxicity,Aphidius rhopalosiphi,Not reported,2,LR50,=,457.6,g/ha,mortality,
Pyridalyl,EFSA,2013,2423,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,2,LD50,>,100,µg/piece,mortality,
Pyridalyl,EFSA,2013,2423,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,1000,mg/kg,mortality,
Pyridalyl,EFSA,2013,2423,Ecotox (soil compartment),acute toxicity,Typhlodromus pyri,Not reported,7,LR50,>,600,g/ha,mortality,
Pyridalyl,EFSA,2013,2423,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,56,NOEC,=,63,mg/kg,reproduction,
Pyridalyl,EFSA,2013,2423,Ecotox (water compartment),acute toxicity,Chironomus yoshimatsui,Not reported,2,EC50,=,1100,µg/L,mortality,
Pyridalyl,EFSA,2013,2423,Ecotox (water compartment),acute toxicity,Marine centric diatom,Not reported,3,EC50,>,150,µg/L,biomass,
Pyridalyl,EFSA,2013,2423,Ecotox (water compartment),acute toxicity,Mysid shrimp,Not reported,4,LC50,=,1,µg/L,mortality,
Pyridalyl,EFSA,2013,2423,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,0.5,mg/L,mortality,
Pyridalyl,EFSA,2013,2423,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,12,µg/L,other,
Pyridalyl,EFSA,2013,2423,Ecotox (water compartment),chronic/long term toxicity,Mysid shrimp,Not reported,28,NOEC,=,0.45,µg/L,reproduction,
Pyridalyl,EFSA,2013,2423,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,3.4,mg/kg bw/day,body weight,systemic
Pyridalyl,EFSA,2013,2423,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,2.8,mg/kg bw/day,body weight,systemic
Pyridalyl,EFSA,2013,2423,Human health,subchronic,Rat,oral: unspecified,91,NOAEL,=,5.6,mg/kg bw/day,haematology,hemopoietic
Pyridate,EFSA,2014,2547,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,=,1269,mg/kg bw,not reported,not reported
Pyridate,EFSA,2014,2547,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,2000,mg/kg bw,mortality,systemic
Pyridate,EFSA,2014,2547,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOAEL,=,100.4,mg/kg bw,not reported,not reported
Pyridate,EFSA,2014,2547,Animal (non-target species) health,reproduction toxicity,Rat,Not reported,,NOAEL,=,18.8,mg/kg bw,not reported,not reported
Pyridate,EFSA,2014,2547,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,1250,mg/kg bw,not reported,not reported
Pyridate,EFSA,2014,2547,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,,LD50,>,100,µg/piece,mortality,
Pyridate,EFSA,2014,2547,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,,LD50,>,109.8,µg/piece,mortality,
Pyridate,EFSA,2014,2547,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,,LC50,=,399.5,mg/kg,mortality,
Pyridate,EFSA,2014,2547,Ecotox (soil compartment),acute toxicity,Typhlodromus pyri,Not reported,14,LR50,>,1362,g/ha,mortality,
Pyridate,EFSA,2014,2547,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,,NOEC,=,112.5,mg/kg,not reported,
Pyridate,EFSA,2014,2547,Ecotox (soil compartment),not reported,Sugar beet,Not reported,,ER50,=,49.6,g/ha,other,
Pyridate,EFSA,2014,2547,Ecotox (soil compartment),not reported,Sugar beet,Not reported,,ER50,=,717,g/ha,seedling emergence,
Pyridate,EFSA,2014,2547,Ecotox (water compartment),acute toxicity,Anabaena flosaquae,Not reported,4,EC50,>,0.75,mg/L,biomass,
Pyridate,EFSA,2014,2547,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.49,mg/L,mobility,
Pyridate,EFSA,2014,2547,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,1.19,mg/L,mortality,
Pyridate,EFSA,2014,2547,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,>,1.01,mg/L,mortality,
Pyridate,EFSA,2014,2547,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,7,EC50,=,0.82,mg/L,other,
Pyridate,EFSA,2014,2547,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,3.6,mg/kg bw/day,organ weights,developmental
Pyridate,EFSA,2014,2547,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,165,mg/kg bw/day,body weight,reproductive
Pyrimethanil,EFSA,2006,1072,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2000,mg/kg bw,mortality,systemic
Pyrimethanil,EFSA,2006,1072,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,2000,mg/kg bw,mortality,systemic
Pyrimethanil,EFSA,2006,1072,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,4149,mg/kg bw,mortality,systemic
Pyrimethanil,EFSA,2006,1072,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,5971,mg/kg bw,mortality,systemic
Pyrimethanil,EFSA,2006,1072,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOAEL,ca.,95.96,mg/kg bw,not reported,not reported
Pyrimethanil,EFSA,2006,1072,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LD50,>,873.6,mg/kg bw,mortality,systemic
Pyrimethanil,EFSA,2006,1072,Ecotox (soil compartment),acute toxicity,Encarsia formosa,Not reported,6,dose level,=,1000,g/ha,mortality,
Pyrimethanil,EFSA,2006,1072,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,,LD50,>,100,µg/piece,mortality,
Pyrimethanil,EFSA,2006,1072,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,2,LD50,>,100,µg/piece,mortality,
Pyrimethanil,EFSA,2006,1072,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,=,626,mg/kg,mortality,
Pyrimethanil,EFSA,2006,1072,Ecotox (soil compartment),chronic/long term toxicity,Earthworm,Not reported,,NOEC,=,4.12,mg/kg,not reported,
Pyrimethanil,EFSA,2006,1072,Ecotox (soil compartment),not reported,Encarsia formosa,Not reported,,dose level,=,1000,g/ha,reproduction,
Pyrimethanil,EFSA,2006,1072,Ecotox (soil compartment),not reported,Trichogramma cacoeciae,Not reported,,dose level,=,1000,g/ha,mortality,
Pyrimethanil,EFSA,2006,1072,Ecotox (soil compartment),not reported,Trichogramma cacoeciae,Not reported,,dose level,=,1000,g/ha,reproduction,
Pyrimethanil,EFSA,2006,1072,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,2.9,mg/L,mortality,
Pyrimethanil,EFSA,2006,1072,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,4,EC50,=,1.2,mg/L,biomass,
Pyrimethanil,EFSA,2006,1072,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,10.56,mg/L,mortality,
Pyrimethanil,EFSA,2006,1072,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.94,mg/L,reproduction,
Pyrimethanil,EFSA,2006,1072,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,4,mg/L,seedling emergence,
Pyrimethanil,EFSA,2006,1072,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,17,mg/kg bw/day,clinical chemistry,hepatotoxicity
Pyrimethanil,EFSA,2006,1072,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,18.4,mg/kg bw/day,body weight,developmental
Pyrimethanil,EFSA,2006,1072,Human health,subchronic,Rat,Not reported,90,NOAEL,=,5.4,mg/kg bw/day,organ weights,hepatotoxicity
Pyriofenone,EFSA,2013,2201,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Pyriofenone,EFSA,2013,2201,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Pyriofenone,EFSA,2013,2201,Animal (non-target species) health,reproduction toxicity,Bobwhite quail,Not reported,,NOAEL,=,94,mg/kg bw/day,reproduction,reproductive
Pyriofenone,EFSA,2013,2201,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOAEL,=,119,mg/kg bw/day,reproduction,reproductive
Pyriofenone,EFSA,2013,2201,Animal (non-target species) health,reproduction toxicity,Rat,Not reported,,NOAEL,=,64.1,mg/kg bw/day,haematology,hemopoietic
Pyriofenone,EFSA,2013,2201,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,980,mg/kg bw/day,mortality,systemic
Pyriofenone,EFSA,2013,2201,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,>,1290,mg/kg bw/day,mortality,systemic
Pyriofenone,EFSA,2013,2201,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,13.7,mg/kg bw/day,clinical chemistry,systemic
Pyriofenone,EFSA,2013,2201,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,7.25,mg/kg bw/day,haematology,hemopoietic
Pyriofenone,EFSA,2013,2201,Human health,subchronic,Dog,oral: unspecified,90,NOAEL,=,15,mg/kg bw/day,clinical chemistry,systemic
Pyriofenone,EFSA,2013,2201,Human health,subchronic,Rat,oral: unspecified,90,NOAEL,=,17.9,mg/kg bw/day,organ weights,hepatotoxicity
Pyriofenone formulation (IKF-309 180SC),EFSA,2013,2201,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Pyriofenone formulation (IKF-309 300SC),EFSA,2013,2201,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Pyriproxyfen,EFSA,2009,1192,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,1906,mg/kg bw,mortality,systemic
Pyriproxyfen,EFSA,2009,1192,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,1906,mg/kg bw,mortality,systemic
Pyriproxyfen,EFSA,2009,1192,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,5000,mg/kg bw,mortality,systemic
Pyriproxyfen,EFSA,2009,1192,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOEC,=,70.2,mg/kg bw/day,not reported,not reported
Pyriproxyfen,EFSA,2009,1192,Animal (non-target species) health,reproduction toxicity,Rat,Not reported,,NOAEL,=,13.3,mg/kg bw/day,organ weights,hepatotoxicity
Pyriproxyfen,EFSA,2009,1192,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,863,mg/kg bw/day,mortality,systemic
Pyriproxyfen,EFSA,2009,1192,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,2,LD50,>,74,µg/piece,mortality,
Pyriproxyfen,EFSA,2009,1192,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,1000,mg/kg,mortality,
Pyriproxyfen,EFSA,2009,1192,Ecotox (soil compartment),acute toxicity,Typhlodromus pyri,Not reported,14,ER50,=,8.1,g/ha,reproduction,
Pyriproxyfen,EFSA,2009,1192,Ecotox (soil compartment),not reported,Common oat,Not reported,,dose level,=,8000,g/ha,no adverse effect observed,
Pyriproxyfen,EFSA,2009,1192,Ecotox (water compartment),acute toxicity,Bluegill,Not reported,4,LC50,>,0.27,mg/L,mortality,
Pyriproxyfen,EFSA,2009,1192,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.4,mg/L,mortality,
Pyriproxyfen,EFSA,2009,1192,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,0.094,mg/L,biomass,
Pyriproxyfen,EFSA,2009,1192,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.000015,mg/L,reproduction,
Pyriproxyfen,EFSA,2009,1192,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,0.01,mg/L,other,
Pyriproxyfen,EFSA,2009,1192,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,95,NOEC,=,0.0043,mg/L,not reported,
Pyriproxyfen,EFSA,2009,1192,Ecotox (water compartment),chronic/long term toxicity,Swollen duckweed,Not reported,14,EC50,>,0.18,mg/L,frond number,
Pyriproxyfen,EFSA,2009,1192,Human health,chronic/long term toxicity,Dog,oral: unspecified,364,NOAEL,=,10,mg/kg bw/day,organ weights,hepatotoxicity
Pyriproxyfen,EFSA,2014,2550,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,2,LD50,=,74,µg/piece,mortality,
Pyriproxyfen,EFSA,2014,2550,Ecotox (water compartment),acute toxicity,Bluegill,Not reported,4,LC50,>,270,µg/L,mortality,
Pyriproxyfen,EFSA,2014,2550,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,400,µg/L,mobility,
Pyriproxyfen,EFSA,2014,2550,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,94,µg/L,biomass,
Pyriproxyfen,EFSA,2014,2550,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,14,EC50,>,180,µg/L,frond number,
Pyriproxyfen,EFSA,2014,2550,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.015,µg/L,reproduction,
Pyriproxyfen,EFSA,2014,2550,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,10,µg/L,other,
Pyriproxyfen,EFSA,2014,2550,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,95,NOEC,=,4.3,µg/L,not reported,
Pyriproxyfen,EFSA,2019,3271,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,1906,mg/kg bw/day,mortality,systemic
Pyriproxyfen,EFSA,2019,3271,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,5000,mg/kg bw/day,mortality,systemic
Pyriproxyfen,EFSA,2019,3271,Animal (non-target species) health,chronic/long term toxicity,Mallard duck,Not reported,,NOEC,=,70.2,mg/kg bw/day,not reported,not reported
Pyriproxyfen,EFSA,2019,3271,Animal (non-target species) health,reproduction toxicity,Rat,Not reported,,NOAEL,=,13.3,mg/kg bw/day,organ weights,hepatotoxicity
Pyriproxyfen,EFSA,2019,3271,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,>,1261,mg/kg bw/day,mortality,systemic
Pyriproxyfen,EFSA,2019,3271,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,,LD50,>,100,µg/piece,mortality,
Pyriproxyfen,EFSA,2019,3271,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,,LD50,=,74,µg/piece,mortality,
Pyriproxyfen,EFSA,2019,3271,Ecotox (soil compartment),chronic/long term toxicity,Earthworm,Not reported,,NOEC,=,50,mg/kg,growth,
Pyriproxyfen,EFSA,2019,3271,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,,NOEC,=,12.5,mg/kg,mortality,
Pyriproxyfen,EFSA,2019,3271,Ecotox (soil compartment),not reported,Onion,Not reported,,ER50,>,448,g/ha,seedling emergence,
Pyriproxyfen,EFSA,2019,3271,Ecotox (water compartment),acute toxicity,Mysid shrimp,Not reported,2,EC50,=,65,µg/L,mobility,
Pyriproxyfen,EFSA,2019,3271,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,64,µg/L,biomass,
Pyriproxyfen,EFSA,2019,3271,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.015,µg/L,reproduction,
Pyriproxyfen,EFSA,2019,3271,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,3.1,µg/L,seedling emergence,
Pyriproxyfen,EFSA,2019,3271,Ecotox (water compartment),chronic/long term toxicity,Swollen duckweed,Not reported,14,EC50,>,180,µg/L,frond number,
Pyriproxyfen,EFSA,2019,3271,Human health,chronic/long term toxicity,Dog,oral: unspecified,365,NOAEL,=,10,mg/kg bw/day,organ weights,hepatotoxicity
Pyriproxyfen,EFSA,2019,3271,Human health,chronic/long term toxicity,Mouse,Not reported,540,LOAEL,=,16.4,mg/kg bw/day,mortality,systemic
Pyriproxyfen,EFSA,2019,3271,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,100,mg/kg bw/day,development,developmental
Pyriproxyfen formulation (Pyriproxyfen 10 EC),EFSA,2019,3271,Ecotox (soil compartment),chronic/long term toxicity,Typhlodromus pyri,Not reported,,ER50,=,8.1,g/ha,reproduction,
Pyriproxyfen formulation (Pyriproxyfen 10 EC),EFSA,2019,3271,Ecotox (soil compartment),chronic/long term toxicity,Typhlodromus pyri,Not reported,,LR50,=,17.21,g/ha,mortality,
Pyroxsulam,EFSA,2013,2217,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Pyroxsulam,EFSA,2013,2217,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Pyroxsulam,EFSA,2013,2217,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
Pyroxsulam,EFSA,2013,2217,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOAEL,=,46.3,mg/kg bw/day,not reported,not reported
Pyroxsulam,EFSA,2013,2217,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,988,mg/kg bw/day,mortality,systemic
Pyroxsulam,EFSA,2013,2217,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,2,LD50,>,100,µg/piece,mortality,
Pyroxsulam,EFSA,2013,2217,Ecotox (soil compartment),acute toxicity,Honey bee,oral: unspecified,2,LD50,>,107.4,µg/piece,mortality,
Pyroxsulam,EFSA,2013,2217,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,10000,mg/kg,mortality,
Pyroxsulam,EFSA,2013,2217,Ecotox (soil compartment),chronic/long term toxicity,Aphidius rhopalosiphi,Not reported,7,LR50,>,37.5,g/ha,mortality,
Pyroxsulam,EFSA,2013,2217,Ecotox (soil compartment),chronic/long term toxicity,Typhlodromus pyri,Not reported,7,LR50,>,37.5,g/ha,mortality,
Pyroxsulam,EFSA,2013,2217,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,7.7,mg/L,mobility,
Pyroxsulam,EFSA,2013,2217,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,0.111,mg/L,biomass,
Pyroxsulam,EFSA,2013,2217,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,5.9,mg/L,mortality,
Pyroxsulam,EFSA,2013,2217,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,7,EC50,=,0.00257,mg/L,frond number,
Pyroxsulam,EFSA,2013,2217,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,10.4,mg/L,reproduction,
Pyroxsulam,EFSA,2013,2217,Ecotox (water compartment),chronic/long term toxicity,Fathead minnow,Not reported,40,NOEC,=,10.1,mg/L,time to hatch,
