Substance,Author,Year,OutputID,Assessment,qualfier,value,unit,Population
Polyoxyethylene sorbitan monooleate,EFSA FEEDAP,2016,2797,MSI/FC,=,1100.0000000000,mg/kg,Cattle for meat production
Polyoxyethylene sorbitan monooleate,EFSA FEEDAP,2016,2797,MSI/FC,=,1260.0000000000,mg/kg,Salmons
Polyoxyethylene sorbitan monooleate,EFSA FEEDAP,2016,2797,MSI/FC,=,1320.0000000000,mg/kg,Dogs as pet
Polyoxyethylene sorbitan monooleate,EFSA FEEDAP,2016,2797,MSI/FC,=,5000.0000000000,mg/kg,Cattle for reproduction
Polyphosphates,EFSA ANS,2013,2418,MTDI,=,70.0000000000,mg/kg bw/day,Consumers
Polypropylene glycol,EFSA CONTAM,2011,586,TDI,=,1.5000000000,mg/kg bw/day,Consumers
Polypropylene wax,EFSA AFC,2004,348,critical study not identified,,,,Consumers
Polysorbates,EFSA ANS,2015,2782,ADI (group),=,25.0000000000,mg/kg bw/day,Consumers
Polyvinyl alcohol,EFSA AFC,2008,326,critical study not identified,,,,Consumers
Polyvinylpyrrolidone,EFSA AFC,2006,330,critical study not identified,,,,Consumers
Ponceau 4R,EFSA ANS,2009,392,ADI,=,0.7000000000,mg/kg bw/day,Consumers
Ponceau 4R,EFSA FEEDAP,2018,3075,MSI/FC,=,31.0000000000,mg/kg,Cats as pet
Ponceau 4R,EFSA FEEDAP,2018,3075,MSI/FC,=,37.0000000000,mg/kg,Dogs as pet
Ponceau 4R,EFSA FEEDAP,2018,3075,MSI/FC,=,137.0000000000,mg/kg,Fish
Potassium (total),EFSA ANS,2009,514,critical study not identified,,,,Consumers
Potassium (total),EFSA NDA,2016,2873,AI,=,750.0000000000,mg/day,Consumers - Infants 7-11 months
Potassium (total),EFSA NDA,2016,2873,AI,=,800.0000000000,mg/day,Consumers - Children 1-3 years
Potassium (total),EFSA NDA,2016,2873,AI,=,1100.0000000000,mg/day,Consumers - Children 4-6 years
Potassium (total),EFSA NDA,2016,2873,AI,=,1800.0000000000,mg/day,Consumers - Children 7-10 years
Potassium (total),EFSA NDA,2016,2873,AI,=,2700.0000000000,mg/day,Consumers - Children 11-14 years
Potassium (total),EFSA NDA,2016,2873,AI,=,3500.0000000000,mg/day,Consumers - Adults >=18 years
Potassium (total),EFSA NDA,2016,2873,AI,=,3500.0000000000,mg/day,Consumers - Children 15-17 years
Potassium (total),EFSA NDA,2016,2873,AI,=,3500.0000000000,mg/day,Consumers - Pregnant women >= 18 years
Potassium (total),EFSA NDA,2016,2873,AI,=,4000.0000000000,mg/day,Consumers - Lactating women >= 18 years
Potassium 2-(1'-ethoxy)ethoxypropanoate,EFSA CEF,2011,2078,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Potassium acid tartrate,EFSA FAF,2020,3504,ADI (group),=,240.0000000000,mg/kg bw/day,Consumers
Potassium alginate,EFSA FEEDAP,2017,2984,MSI/FC,=,40000.0000000000,mg/kg,Animal not used for food production - unspecified
Potassium alginate,EFSA FEEDAP,2017,2984,MSI/FC,=,40000.0000000000,mg/kg,Cats as pet
Potassium alginate,EFSA FEEDAP,2017,2984,MSI/FC,=,40000.0000000000,mg/kg,Dogs as pet
Potassium alginate,EFSA FEEDAP,2017,2984,MSI/FC,=,40000.0000000000,mg/kg,Fish
Potassium alginate,EFSA FEEDAP,2017,2984,MSI/FC,=,40000.0000000000,mg/kg,Salmons
Potassium benzoate,EFSA ANS,2016,2794,ADI (group),=,5.0000000000,mg/kg bw/day,Consumers
Potassium diformate,EFSA FEEDAP,2004,290,MTD,=,60000.0000000000,mg/kg,Pigs for reproduction
Potassium diformate,EFSA FEEDAP,2006,255,critical study not identified,,,,Consumers
Potassium diformate,EFSA FEEDAP,2009,252,critical study not identified,,,,Workers
Potassium diformate (aqueous solution),EFSA FEEDAP,2004,292,MTD,=,3.0000000000,g/kg,Turkeys for meat production
Potassium diformate (aqueous solution),EFSA FEEDAP,2004,292,MTD,=,5.0000000000,g/kg,Chicken for meat production
Potassium diformate (aqueous solution),EFSA FEEDAP,2004,292,MTD,=,10.0000000000,g/kg,Salmons
Potassium diformate (aqueous solution),EFSA FEEDAP,2004,292,MTD,=,50.0000000000,g/kg,Trouts
Potassium diformate (aqueous solution),EFSA FEEDAP,2012,233,critical study not identified,,,,Animal for food production - unspecified
Potassium diformate (aqueous solution),EFSA FEEDAP,2012,233,critical study not identified,,,,Animal not used for food production - unspecified
Potassium diformate (aqueous solution),EFSA FEEDAP,2012,233,critical study not identified,,,,Consumers
Potassium ferrocyanide,EFSA ANS,2018,3063,ADI (group),=,0.0300000000,mg/kg bw/day,Consumers
Potassium hydrogen carbonate,EFSA,2012,1323,critical study not identified,,,,Consumers
Potassium hydrogen carbonate,EFSA,2012,1323,critical study not identified,,,,Workers
Potassium iodide,EFSA FEEDAP,2013,2184,MTD,=,3.0000000000,mg/kg,Horse
Potassium iodide,EFSA FEEDAP,2013,2184,MTD,=,4.0000000000,mg/kg,Dogs as pet
Potassium iodide,EFSA FEEDAP,2013,2184,MTD,=,5.0000000000,mg/kg,Chicken for egg production
Potassium iodide,EFSA FEEDAP,2013,2184,MTD,=,6.0000000000,mg/kg,Cats as pet
Potassium iodide,EFSA FEEDAP,2013,2184,MTD,=,10.0000000000,mg/kg,Cattle for meat production
Potassium iodide,EFSA FEEDAP,2013,2184,MTD,>,60.0000000000,mg/kg,Fish
Potassium iodide,EFSA FEEDAP,2013,2184,critical study not identified,,,,Consumers - Adults
Potassium iodide,EFSA FEEDAP,2013,2184,critical study not identified,,,,Consumers - Toddlers
Potassium iodide,EFSA FEEDAP,2013,2184,critical study not identified,,,,Workers
Potassium iodide,EFSA FEEDAP,2013,2186,MTD,=,3.0000000000,mg/kg,Horse
Potassium iodide,EFSA FEEDAP,2013,2186,MTD,=,4.0000000000,mg/kg,Dogs as pet
Potassium iodide,EFSA FEEDAP,2013,2186,MTD,=,5.0000000000,mg/kg,Chicken for egg production
Potassium iodide,EFSA FEEDAP,2013,2186,MTD,=,6.0000000000,mg/kg,Cats as pet
Potassium iodide,EFSA FEEDAP,2013,2186,MTD,=,10.0000000000,mg/kg,Cattle for meat production
Potassium iodide,EFSA FEEDAP,2013,2186,MTD,>,60.0000000000,mg/kg,Fish
Potassium iodide,EFSA FEEDAP,2013,2186,critical study not identified,,,,Consumers - Adults
Potassium iodide,EFSA FEEDAP,2013,2186,critical study not identified,,,,Consumers - Toddlers
Potassium iodide,EFSA FEEDAP,2013,2186,critical study not identified,,,,Workers
Potassium nitrate,EFSA ANS,2017,2961,ADI,=,3.7000000000,mg/kg bw/day,Consumers
Potassium nitrite,EFSA ANS,2017,2956,ADI,=,0.0700000000,mg/kg bw/day,Consumers
Potassium phosphonates,EFSA,2012,1354,ADI,=,3.9000000000,mg/kg bw/day,Consumers
Potassium phosphonates,EFSA,2012,1354,AOEL,=,5.0000000000,mg/kg bw/day,Workers
Potassium sodium tartrate (E 337),EFSA FAF,2020,3504,ADI (group),=,240.0000000000,mg/kg bw/day,Consumers
Potassium sorbate,EFSA ANS,2015,2667,ADI (group),=,3.0000000000,mg/kg bw/day,Consumers
Potassium sorbate,EFSA FAF,2019,3222,ADI (group),=,11.0000000000,mg/kg bw/day,Consumers
Potassium sorbate,EFSA FEEDAP,2012,232,MSI/FC,=,5000.0000000000,mg/kg,Cats as pet
Potassium sorbate,EFSA FEEDAP,2012,232,MSI/FC,=,5000.0000000000,mg/kg,Dogs as pet
Potassium sorbate,EFSA FEEDAP,2012,232,critical study not identified,,,,Workers
Potassium sorbate,EFSA FEEDAP,2013,2344,MSI/FC,=,417.0000000000,mg/kg,Chicken for egg production
Potassium sorbate,EFSA FEEDAP,2013,2344,MSI/FC,=,813.0000000000,mg/kg,Cattle for milk production
Potassium sorbate,EFSA FEEDAP,2013,2344,MSI/FC,=,833.0000000000,mg/kg,Pigs for meat production
Potassium sorbate,EFSA FEEDAP,2013,2344,MSI/FC,=,1250.0000000000,mg/kg,Cattle for meat production
Potassium sorbate,EFSA FEEDAP,2013,2344,critical study not identified,,,,Consumers
Potassium sorbate,EFSA FEEDAP,2013,2344,critical study not identified,,,,Workers
Potassium sorbate,EFSA FEEDAP,2014,2532,ADI,=,25.0000000000,mg/kg bw/day,Consumers
Potassium thiocyanate,EFSA PPR,2012,775,ARfD,=,0.2400000000,mg/kg bw/day,Consumers
Prenyl acetate,EFSA CEF,2010,2037,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Prenyl acetate,EFSA FEEDAP,2016,2841,MSI/FC,=,1.0000000000,mg/kg,Pigs
Prenyl acetate,EFSA FEEDAP,2016,2841,MSI/FC,=,1.0000000000,mg/kg,Poultry
Prenyl acetate,EFSA FEEDAP,2016,2841,MSI/FC,=,1.5000000000,mg/kg,Animal not used for food production - unspecified
Prenyl acetate,EFSA FEEDAP,2016,2841,MSI/FC,=,1.5000000000,mg/kg,Cattle
Prenyl acetate,EFSA FEEDAP,2016,2841,MSI/FC,=,1.5000000000,mg/kg,Salmons
Prenyl benzoate,EFSA CEF,2010,2053,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Prenyl benzoate,EFSA CEF,2011,2101,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Prenyl benzoate,EFSA CEF,2012,2167,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Prenyl ethyl ether,EFSA AFC,2008,2245,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
Prenyl ethyl ether,EFSA CEF,2011,2097,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
Prenyl formate,EFSA CEF,2010,2037,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Prenyl isobutyrate,EFSA CEF,2010,2037,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Prenyl salicylate,EFSA CEF,2010,2053,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Prenyl salicylate,EFSA CEF,2011,2101,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Prenyl salicylate,EFSA CEF,2012,2167,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Preparation of benzoic acid and essential oil compounds (CRINA Poultry Plus),EFSA FEEDAP,2012,246,critical study not identified,,,,Workers
Preparation of benzoic acid and essential oil compounds (CRINA Poultry Plus),EFSA FEEDAP,2014,2580,MSI/FC,=,300.0000000000,mg/kg,Chicken for egg production
Preparation of benzoic acid and essential oil compounds (CRINA Poultry Plus),EFSA FEEDAP,2014,2580,MSI/FC,=,300.0000000000,mg/kg,Chicken for meat production
Preparation of benzoic acid and essential oil compounds (CRINA Poultry Plus),EFSA FEEDAP,2014,2580,MSI/FC,=,300.0000000000,mg/kg,Poultry
Processed Eucheuma seaweed,EFSA ANS,2018,3049,ADI (group),=,75.0000000000,mg/kg bw/day,Consumers
Prochloraz,EFSA,2011,1297,ADI,=,0.0100000000,mg/kg bw/day,Consumers
Prochloraz,EFSA,2011,1297,AOEL,=,0.0200000000,mg/kg bw/day,Workers
Prochloraz,EFSA,2011,1297,ARfD,=,0.0250000000,mg/kg bw,Consumers
Procymidone,EFSA PPR,2012,775,ARfD,=,0.0350000000,mg/kg bw/day,Consumers
Profenofos,EFSA PPR,2012,775,ARfD,=,1.0000000000,mg/kg bw/day,Consumers
Progesterone,EFSA CONTAM,2007,37,critical study not identified,,,,Consumers
Prohexadione-calcium,EFSA,2010,1211,ADI,=,0.2000000000,mg/kg bw/day,Consumers
Prohexadione-calcium,EFSA,2010,1211,AOEL,=,0.3500000000,mg/kg bw/day,Workers
Propachlor,EFSA PPR,2012,775,ARfD,=,0.5800000000,mg/kg bw/day,Consumers
Propamocarb hydrochloride,EFSA,2006,1087,ADI,=,0.2900000000,mg/kg bw/day,Consumers
Propamocarb hydrochloride,EFSA,2006,1087,AOEL,=,0.2900000000,mg/kg bw/day,Workers
Propamocarb hydrochloride,EFSA,2006,1087,ARfD,=,1.0000000000,mg/kg bw/day,Consumers
Propan-2-ol,EFSA AFC,2005,316,ADI,=,2.4000000000,mg/kg bw/day,Consumers
Propan-2-ol,EFSA CONTAM,2012,602,ADI,=,2.4000000000,mg/kg bw/day,Consumers
Propan-2-ol,EFSA FEEDAP,2015,2700,MSI/FC,=,25.0000000000,mg/kg,Animal for food production - unspecified
Propan-2-ol,EFSA FEEDAP,2015,2700,MSI/FC,=,25.0000000000,mg/kg,Animal not used for food production - unspecified
Propan-2-ol,EFSA FEEDAP,2015,2700,MSI/FC,=,25.0000000000,mg/kg,Aquatic animal for food production - unspecified
Propan-2-ol,EFSA FEEDAP,2015,2700,MSI/FC,=,25.0000000000,mg/kg,Aquatic animal not used for food production - unspecified
"Propane-1,2-diol alginate",EFSA ANS,2018,3060,ADI,=,55.0000000000,mg/kg bw/day,Consumers
"Propane-1,2-diol esters of fatty acids (E 477)",EFSA FAF,2018,3152,ADI,=,80.0000000000,mg/kg bw/day,Consumers
Propane-2-thiol,EFSA FEEDAP,2013,2224,MSI/FC,=,1.0000000000,mg/kg,Pigs
Propane-2-thiol,EFSA FEEDAP,2013,2224,MSI/FC,=,1.0000000000,mg/kg,Poultry
Propane-2-thiol,EFSA FEEDAP,2013,2224,MSI/FC,=,1.5000000000,mg/kg,Cats as pet
Propane-2-thiol,EFSA FEEDAP,2013,2224,MSI/FC,=,1.5000000000,mg/kg,Cattle
Propane-2-thiol,EFSA FEEDAP,2013,2224,MSI/FC,=,1.5000000000,mg/kg,Salmons
Propanil,EFSA,2011,1284,ADI,=,0.0200000000,mg/kg bw/day,Consumers
Propanil,EFSA,2011,1284,AOEL,=,0.0200000000,mg/kg bw/day,Workers
Propanil,EFSA,2011,1284,ARfD,=,0.0700000000,mg/kg bw,Consumers
Propanil,EFSA,2018,3126,AAOEL,=,0.0200000000,mg/kg bw/day,Workers
Propanil,EFSA,2018,3126,ADI,=,0.0200000000,mg/kg bw/day,Consumers
Propanil,EFSA,2018,3126,AOEL,=,0.0200000000,mg/kg bw/day,Workers
Propanil,EFSA,2018,3126,ARfD,=,0.0200000000,mg/kg bw/day,Consumers
Propaquizafop,EFSA,2009,1167,ADI,=,0.0150000000,mg/kg bw/day,Consumers
Propaquizafop,EFSA,2009,1167,AOEL,=,0.0400000000,mg/kg bw/day,Workers
Propargite,EFSA,2011,1285,critical study not identified,,,,Consumers
Propargite,EFSA,2011,1285,critical study not identified,,,,Workers
Propiconazole,EFSA,2017,2974,AAOEL,=,0.1000000000,mg/kg bw/day,Workers
Propiconazole,EFSA,2017,2974,ADI,=,0.0400000000,mg/kg bw/day,Consumers
Propiconazole,EFSA,2017,2974,AOEL,=,0.1000000000,mg/kg bw/day,Workers
Propiconazole,EFSA,2017,2974,ARfD,=,0.1000000000,mg/kg bw/day,Consumers
Propiconazole,EFSA PPR,2009,927,ADI,=,0.0400000000,mg/kg bw/day,Consumers
Propiconazole,EFSA PPR,2009,927,ARfD,=,0.3000000000,mg/kg bw,Consumers
Propineb,EFSA,2016,2881,AAOEL,=,0.0600000000,mg/kg bw/day,Workers
Propineb,EFSA,2016,2881,ADI,=,0.0250000000,mg/kg bw/day,Consumers
Propineb,EFSA,2016,2881,AOEL,=,0.0180000000,mg/kg bw/day,Workers
Propineb,EFSA,2016,2881,ARfD,=,0.0900000000,mg/kg bw/day,Consumers
Propineb metabolite (Propined-DIDT),EFSA,2016,2881,ADI,=,0.0005000000,mg/kg bw/day,Consumers
Propineb metabolite (Propined-DIDT),EFSA,2016,2881,ARfD,=,0.0005000000,mg/kg bw/day,Consumers
Propionic acid,EFSA FEEDAP,2011,238,MSI/FC,=,10000.0000000000,mg/kg,Poultry
Propionic acid,EFSA FEEDAP,2011,238,MSI/FC,=,30000.0000000000,mg/kg,Pigs
Propisochlor,EFSA,2010,1241,ADI,=,0.0250000000,mg/kg bw/day,Consumers
Propisochlor,EFSA,2010,1241,AOEL,=,0.0250000000,mg/kg bw/day,Workers
Propisochlor,EFSA,2010,1241,ARfD,=,0.0500000000,mg/kg bw,Consumers
Propoxycarbazone-sodium,EFSA,2016,2885,ADI,=,0.4300000000,mg/kg bw/day,Consumers
Propoxycarbazone-sodium,EFSA,2016,2885,AOEL,=,0.3000000000,mg/kg bw/day,Workers
"Propyl 2,4-decadienoate",EFSA CEF,2009,2035,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"Propyl 2,4-decadienoate",EFSA FAF,2019,3258,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl 2-methylbutyrate,EFSA AFC,2008,2241,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl 2-methylbutyrate,EFSA CEF,2010,2067,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl 3-(2-furyl)acrylate,EFSA CEF,2010,2052,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
Propyl 3-(2-furyl)acrylate,EFSA CEF,2011,2112,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
Propyl acetate,EFSA CONTAM,2012,602,critical study not identified,,,,Consumers
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,9.0000000000,mg/day,Chicken for egg production - adults
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,9.0000000000,mg/day,Chicken for meat production
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,9.0000000000,mg/day,Salmons
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,14.0000000000,mg/day,Cats as pet
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,54.0000000000,mg/day,Turkeys for meat production
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,68.0000000000,mg/day,Dogs as pet
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,90.0000000000,mg/day,Pigs - less than 1 year old
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,450.0000000000,mg/day,Cattle for meat production - less than 1 year old
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,450.0000000000,mg/day,Pigs for meat production - adults
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,900.0000000000,mg/day,Pigs for reproduction - adults
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,1800.0000000000,mg/day,Cattle for meat production - adults
Propyl acetate,EFSA FEEDAP,2013,2209,MSI/FC,=,2925.0000000000,mg/day,Cattle for milk production - adults
Propyl alcohol,EFSA CONTAM,2012,602,critical study not identified,,,,Consumers
Propyl benzoate,EFSA AFC,2008,2281,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl benzoate,EFSA CEF,2009,2011,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl cinnamate,EFSA CEF,2009,2015,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl crotonate,EFSA AFC,2005,2092,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl crotonate,EFSA AFC,2008,2247,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl crotonate,EFSA CEF,2010,2048,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl crotonate,EFSA FAF,2019,3267,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"Propyl deca-2,4-dienoate",EFSA CEF,2010,2048,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"Propyl deca-2,4-dienoate",EFSA FAF,2019,3267,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl decanoate,EFSA AFC,2008,2252,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl dodecanoate,EFSA AFC,2008,2252,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl gallate,EFSA ANS,2014,2487,ADI,=,0.5000000000,mg/kg bw/day,Consumers
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,15.0000000000,mg/kg,Chicken for meat production
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,20.0000000000,mg/kg,Turkeys for meat production
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,22.0000000000,mg/kg,Chicken for egg production
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,23.0000000000,mg/kg,Rabbits
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,27.0000000000,mg/kg,Pigs - less than 1 year old
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,32.0000000000,mg/kg,Pigs for meat production
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,38.0000000000,mg/kg,Cattle for milk production
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,39.0000000000,mg/kg,Pigs for reproduction
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,59.0000000000,mg/kg,Cattle for meat production
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,59.0000000000,mg/kg,Goat
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,59.0000000000,mg/kg,Horse
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,59.0000000000,mg/kg,Sheep
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,62.0000000000,mg/kg,Cattle for meat production - less than 1 year old
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,67.0000000000,mg/kg,Salmons
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,71.0000000000,mg/kg,Dogs as pet
Propyl gallate,EFSA FEEDAP,2020,3567,MSI/FC,=,264.0000000000,mg/kg,Fish
Propyl hexadecanoate,EFSA AFC,2008,2252,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl lactate,EFSA AFC,2005,2122,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl lactate,EFSA AFC,2009,2306,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl lactate,EFSA CEF,2011,2100,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl lactate,EFSA CEF,2012,2125,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl octanoate,EFSA AFC,2008,2252,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propyl phenylacetate,EFSA CEF,2011,2078,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propylamine,EFSA AFC,2008,2263,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propylamine,EFSA CEF,2011,2080,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propylamine,EFSA CEF,2015,2601,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propylene glycol,EFSA ANS,2018,3046,ADI,=,25.0000000000,mg/kg bw/day,Consumers
Propylene glycol,EFSA ANS,2018,3060,ADI,=,25.0000000000,mg/kg bw/day,Consumers
Propylene glycol,EFSA CONTAM,2011,586,ADI,<=,25.0000000000,mg/kg bw/day,Consumers
Propylene glycol dibenzoate,EFSA AFC,2008,2281,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propylene glycol dibenzoate,EFSA CEF,2009,2011,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propylene glycol dibenzoate,EFSA CEF,2011,2078,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
Propylpyrazine,EFSA AFC,2008,2242,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
Propylpyrazine,EFSA CEF,2011,2075,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
Propyzamide,EFSA,2016,2844,AAOEL,=,0.1300000000,mg/kg bw,Workers
Propyzamide,EFSA,2016,2844,ADI,=,0.0500000000,mg/kg bw/day,Consumers
Propyzamide,EFSA,2016,2844,AOEL,=,0.0500000000,mg/kg bw/day,Workers
Propyzamide,EFSA,2016,2844,ARfD,=,0.1300000000,mg/kg bw,Consumers
Proquinazid,EFSA,2009,1198,ADI,=,0.0100000000,mg/kg bw/day,Consumers
Proquinazid,EFSA,2009,1198,AOEL,=,0.0200000000,mg/kg bw/day,Workers
Proquinazid,EFSA,2009,1198,ARfD,=,0.2000000000,mg/kg bw,Consumers
Prosulfocarb,EFSA,2007,1108,ADI,=,0.0050000000,mg/kg bw/day,Consumers
Prosulfocarb,EFSA,2007,1108,AOEL,=,0.0070000000,mg/kg bw/day,Workers
Prosulfocarb,EFSA,2007,1108,ARfD,=,0.1000000000,mg/kg bw,Consumers
Prosulfuron,EFSA,2014,2552,ADI,=,0.0200000000,mg/kg bw/day,Consumers
Prosulfuron,EFSA,2014,2552,AOEL,=,0.0600000000,mg/kg bw/day,Workers
Prosulfuron,EFSA,2014,2552,ARfD,=,0.1000000000,mg/kg bw,Consumers
Prothioconazole,EFSA,2007,1103,ADI,=,0.0500000000,mg/kg bw/day,Consumers
Prothioconazole,EFSA,2007,1103,AOEL,=,0.2000000000,mg/kg bw/day,Workers
Prothioconazole,EFSA,2007,1103,ARfD,=,0.2000000000,mg/kg bw/day,Consumers
Pseudo-ionone,EFSA CEF,2011,2076,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
Pseudo-ionone,EFSA CEF,2012,2143,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
Pseudo-ionone,EFSA CEF,2017,2914,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
Pydiflumetofen,EFSA,2019,3299,AAOEL,=,0.3000000000,mg/kg bw/day,Workers
Pydiflumetofen,EFSA,2019,3299,ADI,=,0.0900000000,mg/kg bw/day,Consumers
Pydiflumetofen,EFSA,2019,3299,AOEL,=,0.1000000000,mg/kg bw/day,Workers
Pydiflumetofen,EFSA,2019,3299,ARfD,=,0.3000000000,mg/kg bw/day,Consumers
Pymetrozine,EFSA,2014,2553,ADI,=,0.0300000000,mg/kg bw/day,Consumers
Pymetrozine,EFSA,2014,2553,AOEL,=,0.0300000000,mg/kg bw/day,Workers
Pymetrozine,EFSA,2014,2553,ARfD,=,0.1000000000,mg/kg bw,Consumers
Pymetrozine,EFSA,2017,2910,AAOEL,=,0.1000000000,mg/kg bw/day,Workers
Pymetrozine,EFSA,2017,2910,ADI,=,0.0300000000,mg/kg bw/day,Consumers
Pymetrozine,EFSA,2017,2910,AOEL,=,0.0300000000,mg/kg bw/day,Workers
Pymetrozine,EFSA,2017,2910,ARfD,=,0.1000000000,mg/kg bw/day,Consumers
Pyraclostrobin,EFSA PPR,2012,775,ARfD,=,0.0300000000,mg/kg bw/day,Consumers
Pyraflufen-ethyl,EFSA,2015,2610,ADI,=,0.2000000000,mg/kg bw/day,Consumers
Pyraflufen-ethyl,EFSA,2015,2610,AOEL,=,0.1000000000,mg/kg bw/day,Workers
Pyraflufen-ethyl,EFSA,2015,2610,ARfD,=,0.2000000000,mg/kg bw,Consumers
Pyrazine,EFSA AFC,2008,2242,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
Pyrazine,EFSA CEF,2011,2075,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
Pyrazineethanethiol,EFSA AFC,2008,2242,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
Pyrazineethanethiol,EFSA CEF,2011,2075,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
Pyrazinyl methyl sulfide,EFSA AFC,2008,2242,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
Pyrazinyl methyl sulfide,EFSA CEF,2011,2075,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
