Substance,Author,Year,OutputID,Genotoxicity
Methyl oleate,EFSA CEF,2010,2048,Not determined
Methyl oleate,EFSA FAF,2019,3267,Negative
Methyl p-tert-butylphenylacetate,EFSA AFC,2008,2253,Not determined
Methyl p-tert-butylphenylacetate,EFSA CEF,2009,2010,Not determined
Methyl paraben,EFSA AFC,2004,309,Negative
"Methyl paraben, ethyl paraben and their sodium salts group",EFSA AFC,2004,309,Not applicable
Methyl phenyl sulfide,EFSA CEF,2011,2121,Not determined
Methyl phenyl sulfide,EFSA CEF,2014,2496,Negative
Methyl phenylacetate,EFSA AFC,2008,2253,Not determined
Methyl phenylacetate,EFSA CEF,2009,2010,Not determined
Methyl phenylacetate,EFSA CEF,2011,2078,Negative
Methyl prop-1-enyl sulfide,EFSA AFC,2009,2318,Not determined
Methyl prop-1-enyl sulfide,EFSA CEF,2010,2007,Not determined
Methyl prop-1-enyl sulfide,EFSA CEF,2010,2056,Not determined
Methyl prop-1-enyl sulfide,EFSA CEF,2011,2082,Not determined
Methyl prop-1-enyl sulfide,EFSA CEF,2012,2117,Not determined
Methyl prop-1-enyl sulfide,EFSA CEF,2012,2141,Not determined
Methyl prop-1-enyl trisulfide,EFSA AFC,2009,2318,Not determined
Methyl prop-1-enyl trisulfide,EFSA CEF,2010,2007,Not determined
Methyl prop-1-enyl trisulfide,EFSA CEF,2010,2056,Not determined
Methyl prop-1-enyl trisulfide,EFSA CEF,2011,2082,Not determined
Methyl prop-1-enyl trisulfide,EFSA CEF,2012,2117,Not determined
Methyl prop-1-enyl trisulfide,EFSA CEF,2012,2141,Not determined
Methyl propionate,EFSA FEEDAP,2013,2209,No data
Methyl propyl sulfide,EFSA AFC,2009,2318,Not determined
Methyl propyl sulfide,EFSA CEF,2010,2007,Not determined
Methyl propyl sulfide,EFSA CEF,2010,2056,Not determined
Methyl propyl sulfide,EFSA CEF,2011,2082,Not determined
Methyl propyl sulfide,EFSA CEF,2012,2117,Not determined
Methyl propyl sulfide,EFSA CEF,2012,2141,Not determined
Methyl propyl tetrasulfide,EFSA AFC,2009,2318,Not determined
Methyl propyl tetrasulfide,EFSA CEF,2010,2007,Not determined
Methyl propyl tetrasulfide,EFSA CEF,2010,2056,Not determined
Methyl propyl tetrasulfide,EFSA CEF,2011,2082,Not determined
Methyl propyl tetrasulfide,EFSA CEF,2012,2117,Not determined
Methyl propyl tetrasulfide,EFSA CEF,2012,2141,Not determined
Methyl propyl trisulfide,EFSA CEF,2011,2066,Not determined
Methyl propyl trisulfide,EFSA CEF,2011,2120,Not determined
Methyl propyl trisulfide,EFSA CEF,2014,2499,Not determined
Methyl propyl trisulfide,EFSA CEF,2018,3043,Not determined
Methyl salicylate,EFSA AFC,2008,2243,Negative
Methyl salicylate,EFSA FEEDAP,2012,607,Not determined
Methyl tertiary butyl ether,EFSA CONTAM,2012,602,Negative
Methyl triazole-F8426,EFSA,2016,2866,Not determined
Methyl vanillate,EFSA AFC,2006,2154,Negative
Methyl vanillate,EFSA AFC,2009,2313,Negative
Methyl vanillate,EFSA CEF,2010,2053,Negative
Methyl vanillate,EFSA CEF,2011,2101,Negative
Methyl vanillate,EFSA CEF,2012,2167,Negative
Methyl vinyl ether,EFSA NDA,2013,2416,Negative
Methyl-2-mercaptopropionate,EFSA CEF,2010,2007,Not determined
Methyl-2-mercaptopropionate,EFSA CEF,2010,2056,Not determined
Methyl-2-mercaptopropionate,EFSA CEF,2011,2082,Not determined
Methyl-2-mercaptopropionate,EFSA CEF,2012,2117,Not determined
Methyl-2-mercaptopropionate,EFSA CEF,2012,2141,Not determined
Methyl-2-oxo-propyl disulfide,EFSA CEF,2012,2117,Not determined
Methyl-2-oxo-propyl disulfide,EFSA CEF,2012,2141,Not determined
Methyl-3-mercaptobutanoate,EFSA CEF,2010,2042,Not determined
Methyl-3-mercaptobutanoate,EFSA CEF,2011,2121,Not determined
Methyl-3-mercaptobutanoate,EFSA CEF,2014,2496,Negative
Methyl-N-methylanthranilate,EFSA AFC,2008,2284,Not determined
Methyl-N-methylanthranilate,EFSA FEEDAP,2011,146,No data
Methyl-alpha-ionone,EFSA CEF,2009,2013,Ambiguous
Methyl-alpha-ionone,EFSA CEF,2014,2442,Negative
Methyl-alpha-ionone,EFSA CEF,2015,2672,Negative
Methyl-beta- ionone,EFSA CEF,2009,2292,Not determined
Methyl-beta- ionone,EFSA CEF,2014,2485,Negative
Methyl-beta- ionone,EFSA CEF,2015,2694,Negative
Methyl-branched and linear C14-C18 alkanamides derived from fatty acids,EFSA CEF,2017,2915,Negative
Methyl-delta-ionone,EFSA CEF,2009,2013,Ambiguous
Methyl-delta-ionone,EFSA CEF,2014,2442,Negative
Methyl-delta-ionone,EFSA CEF,2015,2672,Negative
Methylanthranilate,EFSA AFC,2008,2284,Not determined
Methylanthranilate,EFSA FEEDAP,2011,146,No data
Methylcobalamin,EFSA ANS,2008,553,No data
Methylmercuric chloride,EFSA CONTAM,2012,2164,Ambiguous
Methylmercury,EFSA CONTAM,2004,38,No data
Methylmercury,EFSA CONTAM,2008,44,Positive
Methylmercury,EFSA CONTAM,2012,2164,Ambiguous
Methylsilsesquioxane,EFSA AFC,2004,346,Negative
Methylsulfinylmethane,EFSA FEEDAP,2013,2224,No data
Methylthiomethylmercaptan,EFSA CEF,2010,2042,Not determined
Methylthiomethylmercaptan,EFSA CEF,2011,2121,Not determined
Methylthiomethylmercaptan,EFSA CEF,2014,2496,Negative
Metiram,EFSA,2021,3918,No data
Metobromuron,EFSA,2014,2439,Negative
Metobromuron metabolite (CGA 18236),EFSA,2014,2439,Negative
Metosulam,EFSA,2010,1214,Negative
Metosulam formulation (Tacco SC 100),EFSA,2010,1214,No data
Metrafenone,EFSA,2006,1069,Negative
Metribuzin,EFSA,2006,1096,Negative
Metsulfuron-methyl,EFSA,2015,2608,Negative
Metsulfuron-methyl,EFSA,2017,2981,No data
Mevinphos,EFSA PPR,2012,775,No data
"Micro-encapsulated essential oils from caraway and lemon, dried spices and dried herbs (FRESTA F)",EFSA FEEDAP,2011,248,No data
Microcrystalline cellulose,EFSA ANS,2017,2917,No data
Microcrystalline cellulose,EFSA ANS,2018,3021,Negative
Microcrystalline cellulose,EFSA FEEDAP,2020,3673,Negative
Microcrystalline wax,EFSA ANS,2013,2200,Negative
Microcrystalline wax,EFSA CONTAM,2012,2163,Negative
Mineral oil aromatic hydrocarbons,"EFSA CEF, EFSA CONTAM",2012,603,Positive
Mineral oil saturated hydrocarbons,"EFSA CEF, EFSA CONTAM",2012,603,Ambiguous
Mineral oil with medium and low viscosity (class I),EFSA ANS,2009,398,Negative
Mineral oil with medium and low viscosity (class I),EFSA CONTAM,2008,578,No data
Mineral oil with medium and low viscosity (class I),EFSA CONTAM,2012,2163,Negative
Mineral oil with medium and low viscosity (class II and III),EFSA CONTAM,2008,578,No data
Mineral oil with medium and low viscosity (class II and III),EFSA CONTAM,2012,2163,No data
Mineral oils,EFSA AFC,2005,358,No data
Mixed acetic and tartaric acid esters of mono- and diglycerides of fatty acids (E 472f),EFSA FAF,2020,3498,Negative
Mixed carotenes from algae,EFSA ANS,2012,493,Negative
Mixed carotenes from natural strains of edible plants,EFSA ANS,2012,493,No data
Mixed carotenes from non edible plants,EFSA ANS,2012,493,No data
"Mixture of 2-,5- or 6-Methoxy-3-ethylpyrazine",EFSA CEF,2011,2074,Negative
"Mixture of 2-,5- or 6-Methoxy-3-ethylpyrazine",EFSA CEF,2011,2118,Not determined
"Mixture of 40-60% stearic acid, butyl ester and 60-40% palmitic acid, butyl ester",EFSA AFC,2007,327,Negative
Modified (masked) forms of T-2 and HT-2 toxins,EFSA CONTAM,2014,2584,No data
Modified (masked) forms of fumonisins,EFSA CONTAM,2014,2584,No data
Modified (masked) forms of fumonisins,EFSA CONTAM,2018,3042,Not applicable
Modified (masked) forms of nivalenol,EFSA CONTAM,2014,2584,No data
Modified (masked) forms of zearalenone,EFSA CONTAM,2014,2584,No data
Molasses,EFSA CONTAM,2012,602,Ambiguous
Molinate,EFSA PPR,2012,775,No data
Molybdenum (total),EFSA NDA,2013,3301,No data
Molybdenum (total),SCF,2000,3388,Not applicable
Monacolin K,EFSA ANS,2018,3057,Negative
Monacolins in red yeast rice,EFSA ANS,2018,3057,No data
Monensin sodium,EFSA CONTAM,2008,90,Negative
Monensin sodium,EFSA FEEDAP,2004,269,Negative
Monensin sodium,EFSA FEEDAP,2005,228,Negative
Monensin sodium,EFSA FEEDAP,2006,224,No data
Monensin sodium,EFSA FEEDAP,2006,226,No data
Monensin sodium,EFSA FEEDAP,2006,227,Negative
Monensin sodium,EFSA FEEDAP,2007,223,No data
Monensin sodium,EFSA FEEDAP,2008,218,No data
Monensin sodium,EFSA FEEDAP,2008,221,No data
Monensin sodium,EFSA FEEDAP,2011,203,No data
Monensin sodium,EFSA FEEDAP,2011,206,Not determined
Monensin sodium,EFSA FEEDAP,2013,2174,No data
Monensin sodium,EFSA FEEDAP,2017,3016,Negative
Monensin sodium,EFSA FEEDAP,2019,3359,Negative
Moniliformin,EFSA CONTAM,2018,3035,Not determined
Monimax (monensin sodium and nicarbazin),EFSA FEEDAP,2017,3016,Negative
Monimax (monensin sodium and nicarbazin),EFSA FEEDAP,2018,3140,Negative
Monk fruit extract,EFSA FAF,2019,3371,Not determined
Mono- and di-glycerides of fatty acids (E 471),EFSA ANS,2017,3000,Negative
Mono- and diacetyltartaric acid esters of mono- and diglycerides of fatty acids (E 472e),EFSA FAF,2020,3498,Negative
Mono-dodecyltin trichloride,EFSA AFC,2005,345,Negative
Mono-n-dodecyltin tris(isooctyl mercaptoacetate) and Di-n-dodecyltin bis(isooctyl mercaptoacetate),EFSA AFC,2005,345,Negative
Monoammonium L-glutamate,EFSA ANS,2015,2599,No data
Monoammonium L-glutamate,EFSA ANS,2017,2972,Negative
Monocrotophos,EFSA PPR,2012,775,No data
Monomethyl silanetriol (potassium salt),EFSA ANS,2009,567,No data
Monomethylsilanetriol,EFSA ANS,2009,567,No data
Monomethylsilanetriol,EFSA ANS,2010,548,Negative
Monomethylsilanetriol,EFSA ANS,2016,2798,Negative
Monopotassium L-glutamate,EFSA ANS,2015,2599,No data
Monopotassium L-glutamate,EFSA ANS,2017,2972,Negative
Monosodium L-glutamate,EFSA ANS,2015,2599,No data
Monosodium L-glutamate,EFSA ANS,2017,2972,Negative
Monosodium L-glutamate,EFSA FEEDAP,2014,2464,Not determined
Monosodium L-glutamate monohydrate produced by Corynebacterium glutamicum KCCM 80188,EFSA FEEDAP,2020,3562,No data
Monosodium phosphate,EFSA CEF,2013,2331,No data
Monosodium tartrate (E 335(i)),EFSA FAF,2020,3504,Negative
Montan acid esters,EFSA ANS,2013,2323,No data
Montan wax,EFSA CONTAM,2012,2163,Negative
Montmorillonite clay modified with dimethyldialkyl(C16-C18)ammonium chloride,EFSA CEF,2015,2713,Negative
Montmorillonite-illite,EFSA FEEDAP,2020,3620,No data
Monuron,EFSA,2005,2763,Negative
Morinda citrifolia L. leaves,EFSA NDA,2008,34,Negative
Morphine,EFSA CONTAM,2011,113,Ambiguous
Morphine,EFSA CONTAM,2018,3098,Positive
Mugwort tincture (Artemisia vulgaris L.),EFSA FEEDAP,2020,3664,No data
Mugwort tincture (Artemisia vulgaris L.),EFSA FEEDAP,2020,3765,No data
Muramidase from Trichoderma reesei DSM 32338,EFSA FEEDAP,2019,3192,No data
Myclobutanil,EFSA,2009,1185,Negative
Myclobutanil,EFSA,2010,1223,Negative
Myclobutanil,EFSA PPR,2009,927,No data
Myrcene,EFSA AFC,2009,2305,Negative
Myrcene,EFSA CEF,2011,2103,Negative
Myrcene,EFSA CEF,2015,2635,Negative
Myrcene,EFSA FEEDAP,2016,2722,Negative
Myrcenol,EFSA AFC,2006,2232,Negative
Myrcenol,EFSA AFC,2009,2314,Not determined
Myrcenol,EFSA CEF,2011,2071,Negative
Myrcenyl acetate,EFSA AFC,2006,2232,Negative
Myrcenyl acetate,EFSA AFC,2009,2314,Not determined
Myrcenyl acetate,EFSA CEF,2011,2071,Negative
Myrcenyl acetate,EFSA CEF,2013,2204,Ambiguous
Myrtanol,EFSA AFC,2005,2093,Not determined
Myrtanol,EFSA AFC,2008,2269,Not determined
Myrtanol,EFSA CEF,2011,2070,Not determined
Myrtanol,EFSA CEF,2012,2166,Not determined
Myrtanol,EFSA CEF,2013,2374,Not determined
Myrtanol,EFSA CEF,2014,2779,Not determined
Myrtanyl acetate,EFSA AFC,2005,2093,Not determined
Myrtanyl acetate,EFSA AFC,2008,2269,Not determined
Myrtanyl acetate,EFSA CEF,2011,2070,Not determined
Myrtanyl acetate,EFSA CEF,2012,2166,Not determined
Myrtanyl acetate,EFSA CEF,2013,2374,Not determined
Myrtanyl acetate,EFSA CEF,2014,2779,Not determined
Myrtenal,EFSA CEF,2013,2204,Ambiguous
Myrtenal,EFSA CEF,2015,2679,Positive
Myrtenal,EFSA CEF,2017,2946,Ambiguous
Myrtenal,EFSA CEF,2019,3143,Negative
Myrtenol,EFSA CEF,2013,2204,Ambiguous
Myrtenol,EFSA CEF,2015,2679,Positive
Myrtenol,EFSA CEF,2017,2946,Negative
Myrtenyl acetate,EFSA CEF,2015,2679,Positive
Myrtenyl acetate,EFSA CEF,2017,2946,Negative
Myrtenyl formate,EFSA CEF,2013,2204,Ambiguous
Myrtenyl formate,EFSA CEF,2015,2679,Positive
Myrtenyl-2-methylbutyrate,EFSA CEF,2013,2204,Ambiguous
Myrtenyl-2-methylbutyrate,EFSA CEF,2015,2679,Positive
Myrtenyl-3-methylbutyrate,EFSA CEF,2013,2204,Ambiguous
Myrtenyl-3-methylbutyrate,EFSA CEF,2015,2679,Positive
N'-cyanoethanimidamide,EFSA,2016,2884,Negative
"N,N''-1,3-Propanediylbis(N'-octadecylurea)",EFSA CEF,2008,416,Negative
"N,N',N'',N''-Tetrakis(4,6-bis(N-butyl-(N-methyl-2,2,6,6-tetramethylpiperidin-4-yl)amino)triazin-2-yl)-4,7-diazadecane-1,10-diamine",EFSA AFC,2008,326,Negative
"N,N',N''-Tris(2-methylcyclohexyl)-1,2,3-propanetricarboxamide",EFSA CEF,2009,420,Negative
"N,N'-Bis(2,2,6,6-tetramethyl-4-piperidyl)-N,N'-diformylhexamethylenediamine",EFSA AFC,2008,323,Negative
"N,N'-Bis[4-(ethoxycarbonyl)phenyl]-1,4,5,8-naphthalenetetracarboxydiimide",EFSA AFC,2004,346,Negative
"N,N'-Dicyclohexyl-2,6-naphthalene dicarboxamide",EFSA AFC,2005,345,Negative
"N,N'-bis(2,2,6,6-tetramethyl-4-piperidinyl) isophthalamide",EFSA CEF,2014,2562,Negative
"N,N-Bis(2-hydroxyethyl)dodecanamide",EFSA CEF,2010,430,Negative
"N,N-bis(2-hydroxyethyl)stearylamine partially esterified with saturated C16/C18 fatty acids",EFSA CEP,2020,3527,Negative
"N,N-dimethyl-2-sulfamoylpyridine-3-carboxamide",EFSA,2008,1113,Negative
"N,N-dimethyl-6-(2,2,2-trifluoroethoxy)-1,3,5-triazine-2,4-diamine",EFSA,2009,1161,Negative
"N-(1-Propylbutyl)-1,3-benzodioxole-5-carboxamide",EFSA CEF,2010,2043,Negative
"N-(1-Propylbutyl)-1,3-benzodioxole-5-carboxamide",EFSA CEF,2012,2134,Negative
"N-(1-Propylbutyl)-1,3-benzodioxole-5-carboxamide",EFSA CEF,2014,2481,Negative
"N-(2,4-Dimethoxy-benzyl)-N'-(2-pyridin-2-yl-ethyl)-oxalamide",EFSA CEF,2010,2043,Negative
"N-(2,4-Dimethoxy-benzyl)-N'-(2-pyridin-2-yl-ethyl)-oxalamide",EFSA CEF,2012,2134,Negative
"N-(2,4-Dimethoxy-benzyl)-N'-(2-pyridin-2-yl-ethyl)-oxalamide",EFSA CEF,2014,2481,Negative
"N-(2,6-Diisopropylphenyl)-6-[4-(1,1,3,3-tetramethylbutyl)phenoxy]-1H-benzo[de]isoquinolin-1,3(2H)-dione",EFSA CEF,2009,418,Negative
"N-(2,6-Dimethylphenyl)-2-(methylsulfinyl)-N-(1H-pyrazol-1-ylmethyl)acetamide",EFSA,2017,2963,Negative
"N-(2,6-dichloro-3-methylphenyl)-5,7-dihydroxy[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",EFSA,2010,1214,Negative
"N-(2,6-dichloro-3-methylphenyl)-7-hydroxy-5-methoxy[1,2,4] triazolo[1,5-a]pyrimidine-2-sulfonamide",EFSA,2010,1214,Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfinyl acetic acid",EFSA,2008,1127,Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfinyl acetic acid",EFSA,2017,2963,Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfonic acid",EFSA,2008,1127,Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)aminocarbonylmethylsulfonic acid",EFSA,2017,2963,Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)oxalamide",EFSA,2008,1127,Negative
"N-(2,6-dimethylphenyl)-N-(1H-pyrazol-1-ylmethyl)oxalamide",EFSA,2017,2963,Negative
N-(2-Aminoethyl)ethanolamine,EFSA CEF,2012,473,Negative
N-(2-Ethyl-6-methylphenyl)-2-hydroxy-N-(isopropoxymethyl)acetamide,EFSA,2010,1241,Negative
"N-(2-Methylcyclohexyl)-2,3,4,5,6-pentafluoro-benzamide",EFSA CEF,2017,2942,Negative
N-(2-aminoethyl)acetamide,EFSA,2019,3605,Negative
"N-(2E)-3,7-Dimethyl-2,6-octadienyl cyclopropylcarboxamide",EFSA CEF,2010,2043,Not determined
"N-(2E)-3,7-Dimethyl-2,6-octadienyl cyclopropylcarboxamide",EFSA CEF,2012,2134,Negative
"N-(2E)-3,7-Dimethyl-2,6-octadienyl cyclopropylcarboxamide",EFSA CEF,2014,2481,Negative
N-(3-hydroxy-4-methoxypyridine-2-carbonyl)-DL-serine,EFSA,2018,3027,Not determined
"N-(4-amino-6-hydroxy-1,3,5-triazin-2-yl)-2-methylalanine",EFSA,2019,3297,Negative
"N-(4-amino-6-hydroxy-1,3,5-triazin-2-yl)-2-methylalanine",EFSA PPR,2019,3231,Negative
"N-(6-chloro-7-hydroxy-5-methoxy [1,2,4] triazolo[1,5-a]pyrimidin-2-yl)-2-methoxy-4-(trifluoromethyl) pyridine -3-sulfonamide",EFSA,2013,2217,Negative
N-(Carbamimidoylcarbamoyl)-3-(trifluoromethyl)pyridine-2-sulfonamide (GTPS),EFSA,2016,2868,Negative
"N-(carbamimidoylcarbamoyl)-2-(3,3,3-trifluoropropyl)benzenesulfonamide",EFSA PPR,2020,3702,Negative
"N-(malonyl)-N-(2,6-xylyl)-DL-alanine",EFSA,2013,2202,Negative
N-Acetyl-L-cysteine,EFSA AFC,2004,368,No data
N-Acetyl-L-methionine,EFSA AFC,2004,367,No data
"N-Cyclopropyl (2E,6Z)-nonadienamide",EFSA AFC,2008,2263,Not determined
"N-Cyclopropyl (2E,6Z)-nonadienamide",EFSA CEF,2011,2080,Not determined
N-Desmethyl-acetamiprid,EFSA,2016,2884,Negative
"N-Ethyl (2E,6Z)-nonadienamide",EFSA AFC,2008,2263,Not determined
"N-Ethyl (2E,6Z)-nonadienamide",EFSA CEF,2011,2080,Not determined
N-Ethyl-2-isopropyl-5-methylcyclohexane carboxamide,EFSA AFC,2008,2263,Not determined
N-Ethyl-2-isopropyl-5-methylcyclohexane carboxamide,EFSA CEF,2011,2080,Not determined
N-Ethyl-2-isopropyl-5-methylcyclohexane carboxamide,EFSA CEF,2015,2601,Not determined
N-Isopentylidene isopentylamine,EFSA AFC,2008,2263,Not determined
N-Isopentylidene isopentylamine,EFSA CEF,2011,2080,Not determined
N-Isopentylidene isopentylamine,EFSA CEF,2015,2601,Not determined
N-Methyl-2-pyrrolidone,EFSA AFC,2005,337,Negative
N-Methylolmethacrylamide,EFSA AFC,2006,332,Negative
N-Nitroso-(2-aminoethyl)ethanolamine,EFSA CEF,2012,473,Positive
N-Nitroso-2-methyl-thiazolidine 4-carboxylic acid,EFSA ANS,2017,2956,No data
N-Nitroso-thiazolidine-4-carboxylic acid,EFSA ANS,2017,2956,No data
N-Nonanoyl 4-hydroxy-3-methoxybenzylamide,EFSA AFC,2008,2263,Negative
N-Nonanoyl 4-hydroxy-3-methoxybenzylamide,EFSA CEF,2010,2040,Negative
N-Nonanoyl 4-hydroxy-3-methoxybenzylamide,EFSA CEF,2011,2080,Negative
N-Nonanoyl 4-hydroxy-3-methoxybenzylamide,EFSA CEF,2015,2601,Negative
N-Sulfocarbamoylgonyautoxin-2,EFSA CONTAM,2009,128,No data
N-Sulfocarbamoylgonyautoxin-4,EFSA CONTAM,2009,128,No data
N-[(2-hydroxycarbonyl-6-methyl)phenyl]-N-(1H-pyrazol-1-ylmethyl)oxalamide,EFSA,2008,1127,Negative
N-[(2-hydroxycarbonyl-6-methyl)phenyl]-N-(1H-pyrazol-1-ylmethyl)oxalamide,EFSA,2017,2963,Negative
"N-[(4-Methoxy-6-oxo-1,6-dihydropyrimidin-2-yl)carbamoyl]-3-(trifluoromethyl)pyridine-2-sulfonamide",EFSA,2016,2868,Ambiguous
"N-[(4-amino-6-methyl-1,3,5-triazin-2-yl)carbamoyl]-2-(3,3,3-trifluoropropyl)benzenesulfonamide",EFSA PPR,2020,3702,Not determined
"N-[(4-methyl-6-oxo-1,6-dihydro-1,3,5- triazin-2-yl)carbamoyl]-2-(3,3,3-trifluoropropyl)benzenesulfonamide",EFSA PPR,2020,3702,Other
"N-[2-(3-hydroxy-1,3-dimethylbutyl) thiophen-3-yl]-1-methyl-3-trifluoromethyl-1H-pyrazole-4-carboxamide",EFSA,2013,2193,Negative
"N-[4-(ethylamino)-6-hydroxy-1,3,5-triazin-2-yl]-2-methylalanine",EFSA,2019,3297,Negative
"N-[4-(ethylamino)-6-hydroxy-1,3,5-triazin-2-yl]-2-methylalanine",EFSA PPR,2019,3231,Negative
N-[4-[2-chloro-4-(trifluoromethyl)phenoxy]-2-fluorophenyl urea,EFSA,2011,1286,Negative
"N-[5-hydroxy-5-(1,3-dimethylbutyl)-2-oxo-2,5-dihydrothiophen-4-yl]-1-methyl-3-trifluoromethyl-1H-pyrazole-4-carboxamide",EFSA,2013,2193,Negative
"N-[N-(3,3-Dimethylbutyl)-L-alpha-aspartyl]-L-phenylalanine",EFSA AFC,2007,315,Negative
"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]- L-phenylalanine",EFSA AFC,2007,315,Negative
"N-[N-(3,3-Dimethylbutyl)-L-aspartamidyl]-L-phenylalanine 1-methyl ester",EFSA AFC,2007,315,Negative
"N-[N-(3,3-Dimethylbutyl)-L-beta-aspartyl]-L-phenylalanine 1-methyl ester",EFSA AFC,2007,315,Negative
N-[[(4-hydroxy-6-methoxypyrimidin-2-yl)amino]carbonyl]-1-methyl-4-(2-methyl-2H-tetrazol-5-yl)-1H-pyrazole-5-sulfonamide,EFSA,2010,1210,Negative
N-acetyl-D-neuraminic acid,EFSA NDA,2017,2983,Negative
N-acetyl-D-neuraminic acid dihydrate,EFSA NDA,2017,2983,Negative
N-demethyl-175-J,EFSA,2013,2229,Negative
N-demethyl-175-L,EFSA,2013,2229,No data
N-formyl-175-J,EFSA,2013,2229,Negative
N-formyl-175-L,EFSA,2013,2229,Negative
N-methyl-2-sulfamoylpyridine-3-carboxamide,EFSA,2008,1113,Negative
"N-methyl-6-(2,2,2-trifluoroethoxy)-1,3,5-triazine-2,4-diamine",EFSA,2009,1161,Negative
N-nitrosamines,EFSA CONTAM,2020,3763,Positive
N-nitroso-2-hydroxymethylthiazolidine-4-carboxylic acid,EFSA ANS,2017,2956,No data
N-nitrosodi-n-propylamine,EFSA ANS,2017,2956,Positive
N-nitrosodibenzylamine,EFSA ANS,2017,2956,Not determined
N-nitrosodibutylamine,EFSA ANS,2017,2956,Positive
N-nitrosodiethylamine,EFSA ANS,2017,2956,Positive
N-nitrosodiisobutylamine,EFSA ANS,2017,2956,Not determined
N-nitrosodimethylamine,EFSA ANS,2017,2956,Positive
N-nitrosohydroxyproline,EFSA ANS,2017,2956,No data
N-nitrosomethylaniline,EFSA ANS,2017,2956,Not determined
N-nitrosomethylethylamine,EFSA ANS,2017,2956,Positive
N-nitrosomorpholine,EFSA ANS,2017,2956,Positive
N-nitrosopiperidine,EFSA ANS,2017,2956,Positive
N-nitrosoproline,EFSA ANS,2017,2956,Not determined
N-nitrosopyrrolidine,EFSA ANS,2017,2956,Positive
N-nitrososarcosine,EFSA ANS,2017,2956,Not determined
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(5-methylpyridin-2-yl)ethyl)oxalamide,EFSA CEF,2010,2043,Not determined
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(5-methylpyridin-2-yl)ethyl)oxalamide,EFSA CEF,2012,2134,Negative
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(5-methylpyridin-2-yl)ethyl)oxalamide,EFSA CEF,2014,2481,Negative
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(pyridin-2-yl)ethyl)oxalamide,EFSA CEF,2010,2043,Not determined
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(pyridin-2-yl)ethyl)oxalamide,EFSA CEF,2012,2134,Negative
N1-(2-Methoxy-4-methylbenzyl)-N2-(2-(pyridin-2-yl)ethyl)oxalamide,EFSA CEF,2014,2481,Negative
Naled,EFSA PPR,2012,775,No data
Naphthalene,EFSA AFC,2008,2299,Not determined
Naphthalene,EFSA CEF,2010,2039,Not determined
Naphthalene,EFSA CEF,2011,2102,Not determined
Naphthol Yellow,EFSA AFC,2005,388,Ambiguous
Napropamide,EFSA,2008,1125,Negative
Napropamide,EFSA,2010,1213,Negative
Napropamide formulation (Devrinol SC 450),EFSA,2008,1125,No data
Napropamide formulation (Devrinol SC 450),EFSA,2010,1213,No data
Napropamide-M,EFSA,2018,3127,Negative
Narasin,EFSA CONTAM,2007,87,Negative
Narasin,EFSA FEEDAP,2004,268,Negative
Narasin,EFSA FEEDAP,2010,207,No data
Narasin,EFSA FEEDAP,2010,215,Negative
Narasin,EFSA FEEDAP,2018,3133,Negative
Narasin,EFSA FEEDAP,2018,3137,Negative
Naringin,EFSA CEF,2010,2021,Not determined
Naringin,EFSA FEEDAP,2011,144,No data
Naringin dihydrochalcone,EFSA CEF,2010,2021,Not determined
Natamycin,EFSA ANS,2009,400,Negative
Natural mixture of dolomite plus magnesite and magnesium-phyllosilicates,EFSA FEEDAP,2016,2723,Negative
Natural mixture of dolomite plus magnesite and magnesium-phyllosilicates,EFSA FEEDAP,2017,2922,No data
Natural mixture of dolomite plus magnesite and magnesium-phyllosilicates,EFSA FEEDAP,2018,3078,No data
"Natural mixture of illite, montmorillonite and kaolinite",EFSA FEEDAP,2016,2724,Negative
"Natural mixture of illite, montmorillonite and kaolinite",EFSA FEEDAP,2017,2982,No data
"Natural mixture of illite, montmorillonite and kaolinite",EFSA FEEDAP,2018,3090,No data
Natural mixture of talc and chlorite (NTMC),EFSA FEEDAP,2018,3069,No data
Neohesperidin dihydrochalcone,EFSA CEF,2010,2021,Negative
Neohesperidin dihydrochalcone,EFSA FEEDAP,2011,147,Not determined
Neohesperidin dihydrochalcone,EFSA FEEDAP,2014,2463,Not determined
"Neopentyl glycol, diesters and monoesters with benzoic acid and 2-ethylhexanoic acid",EFSA CEF,2009,418,Negative
Neosaxitoxin,EFSA CONTAM,2009,128,No data
Neosolaniol,EFSA CONTAM,2017,2908,No data
Neosolaniol-glucose,EFSA CONTAM,2017,2908,No data
